ticker,ACWI,AGG,DBC,HYG,BIL,SPY,EEM,EFA,EWJ,EWU,EWL,EPP,XLK,SOXX,XLE,XLB,XLI,XLY,XLP,XLV,XLU,VNQ,XHB,SHY,IEF,TLT,TIP,LQD,EMB,GLD,USO,CPER,CORN,WEAT,IWM,MTUM,QUAL,VLUE,USMV,SPHB
EWL,0.00813858953311224,0.0032822272545872558,-3.300666523558233e-05,0.0037089474460511814,3.735878231479167e-05,0.007681942554964279,0.0075641216903379795,0.009570945817022024,0.007341263029895206,0.008197181728337737,0.014422847294239455,0.009394367593110327,0.008272694018146507,0.012415781173121981,0.002615178774879915,0.010561033917390196,0.008761722180748886,0.007953182753318185,0.006696596796395716,0.0075200597507204415,0.0068562645366120984,0.010769774763349805,0.013060837913089408,0.0008142353433110292,0.003723297955453178,0.006826781784412853,0.003124314987521657,0.00503433907150697,0.005560211808136634,0.005292774128916643,-0.004711244548734972,0.007168248874722766,-0.0005420890741684527,0.00032087797189846997,0.00854388374417944,0.007314616376714919,0.008684851916808982,0.00868505804103618,0.006858164185075964,0.010327337475537142
EPP,0.008608584532668462,0.0031318143959003474,0.002033893927518994,0.003766918738954285,6.102253766300213e-05,0.007853537749892012,0.009763547312956176,0.009718431100556745,0.008117149194040354,0.008462904016251526,0.009394367593110327,0.015274032415421246,0.008116646471624515,0.013771126631682631,0.005295778157059241,0.011305968045222544,0.010001266205906918,0.009299248105962155,0.00600109559639209,0.0054599361144106115,0.007772839655082748,0.01062384727318435,0.01298088790318474,0.0007118299452436411,0.003280052956366605,0.006376141981875449,0.0027736123317601952,0.005030286732289854,0.005912782127160401,0.005271524867409536,-0.0009069829832729088,0.00810778159843132,0.0005664326160773593,0.002320599335727416,0.010162528574838549,0.007916975556561078,0.008397654037931749,0.009368795975290995,0.006116509146507392,0.012944115401854053
XLK,0.011418720768437782,0.0031698914025004785,0.00021045828073711661,0.004792632155925251,7.085763999683628e-05,0.012820028814351394,0.00897740309740791,0.008522514137743112,0.008003425960751008,0.00546962407215809,0.008272694018146506,0.008116646471624515,0.02523486422532695,0.02726212008474235,0.0012037262967831822,0.008426165032285007,0.010932339165667507,0.016146915188984357,0.0040416873035365435,0.004879668959292144,0.005710830467682714,0.01093673680551834,0.013351646859264973,0.000621238559828706,0.003308175526916717,0.006728604474734427,0.003346059780067626,0.005436381366470895,0.006140686517559504,0.0003214171068267244,-0.0009013505362734037,0.004366057668206593,-0.0017011366479038083,-0.0011133079958355176,0.012574759418930064,0.013231474416087663,0.012821248676746892,0.011610513091262648,0.0067346303806328734,0.017833092760487907
SOXX,0.016576633822525784,0.004834326505097709,0.002080392715614885,0.006881133180961931,9.711191449268408e-05,0.017342966119630876,0.01705927344979078,0.013974378220709637,0.014149020188025932,0.00952569850293826,0.01241578117312198,0.013771126631682633,0.02726212008474235,0.06001556332809818,0.003139010233707773,0.01425847232747285,0.01577144626019074,0.02137040237446999,0.00530789919220481,0.0063692368723791346,0.007171124773973633,0.015401435575494312,0.021158520785292016,0.0009510636717591262,0.004958692913589064,0.010197983214390062,0.004668840774144765,0.008071526192119047,0.009538180675962958,0.0032357798190011844,0.0008445942349300752,0.011412914787355273,-0.0020505074169695466,0.001926687478620139,0.019588741071857867,0.017565916308940593,0.017363831170186583,0.019199439761600993,0.00791588279854039,0.027995017994382566
XLE,0.004319912485719969,0.000515908582351438,0.011038295741631477,0.0027282213249669174,-0.00013660332980682113,0.00440988344840078,0.0032395053814973664,0.004639689111589408,0.00346077593028256,0.006480543695264342,0.0026151787748799156,0.005295778157059242,0.001203726296783183,0.0031390102337077734,0.03307440321539638,0.009438422425800178,0.007688104716160865,0.003107232127767999,0.004593732090129534,0.004158265977875303,0.005086312348550133,0.004786976823088896,0.006566561873679793,-8.977597461610168e-05,0.0002490093118491206,0.0002747154900947601,0.001392058103526683,0.0016388348838384055,0.0017991306533837396,-0.00016673249616201827,0.020288575275358215,0.004232814753331192,0.003881469246938749,0.005519487243380663,0.0078680113761034,0.004000655586866333,0.004357532359611031,0.009023678093443403,0.004251810895527957,0.007764394677431483
XLB,0.009443870332870597,0.0027728034215034206,0.002883159821439932,0.0042614370449427005,2.514225750656385e-05,0.009214272864597334,0.008435127372015943,0.010335489096634337,0.008131344313925468,0.009201059469125975,0.010561033917390196,0.011305968045222544,0.008426165032285009,0.01425847232747285,0.009438422425800178,0.019365068476979462,0.012527914639628992,0.010668743299659555,0.007904135972005684,0.00791223466229171,0.008760960083397953,0.012618484959010138,0.01774206589719094,0.0005234408554791617,0.0028485992109099074,0.00568333322436078,0.002979175707102548,0.004755729689698371,0.0059480877560924685,0.005111950369157783,0.0005915891255494971,0.00861983208288399,0.0003896634647921467,0.00297198084439646,0.012053164871340375,0.008967177725411096,0.010148066852854456,0.011740073539724,0.007973220776386387,0.014066962476805266
XLI,0.009709382101159942,0.0025522839771448575,0.0015164174910064611,0.004157408998992661,6.269025725908795e-05,0.01000790593256897,0.008096886440222403,0.009271626284026656,0.007875456888585337,0.007984328265383301,0.008761722180748886,0.010001266205906918,0.010932339165667507,0.01577144626019074,0.007688104716160864,0.012527914639628992,0.01674256208029864,0.011790734052023763,0.007069672192821206,0.006711831901163547,0.008023707275774408,0.011366997073278047,0.015993577894653076,0.00045518467198983484,0.0025785937598872552,0.0052260436603377034,0.0028020599586450687,0.004423552182104534,0.0055663854302847445,0.0034544643880520137,-0.000354796118869886,0.005890831010295321,-0.0007785787679072363,0.0007816750452900624,0.01289331751575239,0.011089321658198611,0.01036775347790942,0.011665936282875988,0.007516257621228936,0.015215803288488238
XLY,0.010867480198507974,0.0030270709798675666,-0.0005600802315507407,0.004946233160673805,7.689672349228175e-05,0.012093328890582492,0.007779878314617569,0.008295300224300318,0.00781880341967387,0.005569709770174737,0.007953182753318185,0.009299248105962155,0.016146915188984357,0.02137040237446999,0.0031072321277679986,0.010668743299659555,0.011790734052023763,0.025185524984290976,0.003938065365025891,0.004894894808576584,0.0054231085522439375,0.012315802344935782,0.017706091130506467,0.0005044873848279352,0.003019345497108451,0.006644776454465382,0.003064295495020178,0.005286973835758343,0.005833148722073975,0.0006434529513491001,-0.0032748545878870166,0.004478343671061091,-0.00041651565082730075,-0.00014139900952933571,0.014725227353049689,0.01200940164385918,0.012207841527129771,0.010805409808705108,0.006846540709674491,0.01856701186452588
XLP,0.005027020095232946,0.0016476582701358924,0.0012339179636324722,0.0020935813308394402,-9.092393984892196e-06,0.004837158397799061,0.004509403315991842,0.00584998691329611,0.004514257092119426,0.005611862085082097,0.006696596796395716,0.006001095596392091,0.0040416873035365435,0.005307899192204809,0.004593732090129534,0.007904135972005684,0.007069672192821206,0.003938065365025891,0.009128033649628366,0.005530268707695801,0.006011977101801696,0.007521278027972546,0.008843896838840792,0.0003853373935535657,0.0018948825292036712,0.0034260802554592846,0.0019636874840707305,0.002549477681825736,0.0031081197037015245,0.0034837029884936766,-0.001303299877933345,0.0034764393240253465,0.0002748724047430546,0.00037173831552683663,0.005345648732202597,0.004961254941941954,0.005485361475130709,0.006250976885122305,0.005322899205736767,0.0055094873291438055
XLV,0.005519731909932913,0.00197828662109769,0.0005770487834163868,0.0025393025130297908,-7.017651793024475e-06,0.005729241965640508,0.0034909386606528743,0.005944275948696576,0.004590930343240302,0.005112943424398684,0.007520059750720442,0.005459936114410612,0.004879668959292146,0.006369236872379135,0.004158265977875303,0.007912234662291712,0.006711831901163548,0.0048948948085765845,0.0055302687076958,0.01091400107821713,0.005478489045588074,0.007791724808456836,0.009906040826555088,0.0004345053930921485,0.0022784131130619513,0.004211434983045557,0.0019963247933636368,0.0031709026888814625,0.0035557941988459563,0.0029854749287715637,-0.0019381332147044522,0.004220022967294593,-0.000383138340780639,0.0003030665781224576,0.0064554518264809384,0.005946198095960705,0.00655960997733703,0.0066344295410123875,0.006171575738431335,0.006132287209211957
XLU,0.006090338284188748,0.0021427927019979373,0.002045421040245272,0.0026081793917609192,1.316022880015866e-05,0.006066554392696141,0.005670371664516711,0.0063883190885343655,0.004866140264912308,0.005960393906755902,0.006856264536612098,0.007772839655082747,0.005710830467682714,0.007171124773973631,0.005086312348550133,0.008760960083397952,0.008023707275774406,0.0054231085522439375,0.006011977101801696,0.005478489045588073,0.013602172334267176,0.008674231347415335,0.009525681822153288,0.0004483872889035573,0.002295983650485151,0.004562487653661044,0.0022375352390351386,0.003531841146764256,0.004341334764595106,0.004469808989621879,-0.00013933246986904527,0.004857126570198033,0.0012369210684950818,0.003937253529821761,0.006696359102842632,0.005821407801970048,0.006400783201649756,0.006679865731294467,0.005968404753311118,0.007169103676092662
VNQ,0.0097133299413323,0.003558173133404055,0.0013230484133697768,0.004453940249327895,2.0366417788208412e-05,0.009922954465829997,0.008232006549089836,0.009528250057847822,0.007711527098107547,0.007886878968136139,0.010769774763349805,0.01062384727318435,0.010936736805518342,0.015401435575494312,0.004786976823088895,0.012618484959010136,0.011366997073278047,0.012315802344935782,0.0075212780279725455,0.007791724808456835,0.008674231347415335,0.01843547273482653,0.017341926135980096,0.0007053974082455803,0.003835055037739419,0.007922046250475927,0.0035552236430212007,0.005651965112420655,0.006272508842050248,0.0035882743732242924,-0.001156200000447287,0.0058904851949623345,-8.826350510849863e-05,0.0008767136773324304,0.012649411503951498,0.009423547384814211,0.010554836070356703,0.011234106063829009,0.008241594580120375,0.014161823335031623
XHB,0.012674316308935084,0.0048273120014025415,-0.001908571590109436,0.006300488065129978,0.00010343418770890238,0.012821163699610746,0.010476867218364065,0.012624582361244549,0.011535837003676741,0.01011181302222009,0.013060837913089408,0.012980887903184742,0.013351646859264975,0.02115852078529202,0.006566561873679793,0.01774206589719094,0.015993577894653076,0.017706091130506467,0.008843896838840792,0.009906040826555088,0.00952568182215329,0.017341926135980096,0.03943050545038848,0.001116845877435443,0.005287123286228498,0.010028492956005015,0.004521931469158146,0.007594839487564216,0.008263911166754711,0.004388545337947636,-0.0075523278432019945,0.006218806989584032,-0.002645637929555567,-0.0004082008264611187,0.018871225978592046,0.011725717557540484,0.013765378849419025,0.015301721366137213,0.009758713656874347,0.020359365841017916
SHY,0.00059355303671038,0.00045041143010988565,-0.0002501411153104899,0.00039940361768223614,2.087832963360889e-05,0.0004974319219774567,0.0007286785265500703,0.0007621554837516818,0.000775621282478976,0.0005725338545604955,0.0008142353433110292,0.0007118299452436413,0.000621238559828706,0.0009510636717591262,-8.977597461610165e-05,0.0005234408554791617,0.00045518467198983484,0.0005044873848279352,0.0003853373935535657,0.00043450539309214837,0.00044838728890355734,0.0007053974082455803,0.0011168458774354429,0.0002128476577913582,0.0005346262077747855,0.0008212969994431184,0.0003701511138933928,0.0006179343446267385,0.0005564489580647133,0.0005897292098911944,-0.0007283021380412544,0.0004188115123345246,-0.00028291902921241116,-0.000342521542341606,0.0005427073391687054,0.0003917520755523888,0.0005748697007447711,0.0006179071249441809,0.0004384113273921118,0.0006819300125509285
IEF,0.0028345571958549617,0.001925009675640159,-0.0008826170118813649,0.0016446637605416644,2.761000980021734e-05,0.0026082258124012652,0.002976379165339335,0.0032668880127606718,0.0031665121187741713,0.0025274660576385735,0.003723297955453178,0.0032800529563666056,0.0033081755269167173,0.004958692913589065,0.0002490093118491206,0.0028485992109099074,0.0025785937598872557,0.0030193454971084513,0.0018948825292036712,0.0022784131130619513,0.002295983650485151,0.0038350550377394196,0.005287123286228498,0.0005346262077747855,0.0028865474026087863,0.004132789873664378,0.0016091827811498657,0.0027502754322923833,0.002398140847891695,0.001986913142263381,-0.0026344035613389914,0.0017527552743624858,-0.001256299540580007,-0.0010309452704268538,0.0029964035036038456,0.0019760077207771802,0.0029119972179487753,0.0028693718316196177,0.002224079513035357,0.003847037376779506
TLT,0.005536966468654524,0.003548881163503078,-0.0015563562446413136,0.0027922166889838207,3.718307972482412e-05,0.005209836776143994,0.006061278025667802,0.005913378795784967,0.005502079388091952,0.004457890963069473,0.006826781784412853,0.00637614198187545,0.006728604474734428,0.010197983214390064,0.0002747154900947602,0.00568333322436078,0.005226043660337704,0.006644776454465382,0.0034260802554592846,0.004211434983045557,0.004562487653661045,0.007922046250475928,0.010028492956005015,0.0008212969994431185,0.004132789873664378,0.010718763111251493,0.002818500098083981,0.005172117700850023,0.004634334703814032,0.0034123354880232627,-0.004791859293189595,0.003701176355497774,-0.0020738738068185273,-0.0010628655302168904,0.006135810014167047,0.004188549544213122,0.0057795830512099005,0.00535080168796965,0.004265040115713007,0.007857500137292747
TIP,0.0026643756767060073,0.001357947106820748,0.00019879640334594117,0.0014892345949216953,1.0253840178473238e-05,0.0026602490901069193,0.002288474384239353,0.0028084998785083437,0.002535358572881433,0.002300737251930145,0.0031243149875216565,0.0027736123317601957,0.003346059780067626,0.004668840774144765,0.001392058103526683,0.0029791757071025477,0.0028020599586450687,0.003064295495020178,0.0019636874840707305,0.0019963247933636368,0.002237535239035139,0.0035552236430212007,0.004521931469158146,0.0003701511138933928,0.0016091827811498657,0.002818500098083981,0.0018766601835421258,0.002013345509251629,0.0018765879440765766,0.0015094068844893863,-0.0006833958786163582,0.0018806748303059004,-0.00034164541031046596,-0.00013120484051536082,0.0029761236013870996,0.002212727098503975,0.002884477706976466,0.002937580267333543,0.0021463347221785424,0.0036944488986180753
LQD,0.004559167758273634,0.002448847612455022,-0.0003342307611213432,0.002526682619687819,4.602716849147162e-05,0.004382388657226534,0.004546768609265297,0.0048809440298112254,0.004464039119903536,0.003818234139768057,0.00503433907150697,0.005030286732289854,0.005436381366470895,0.008071526192119047,0.0016388348838384055,0.004755729689698371,0.004423552182104534,0.005286973835758343,0.002549477681825736,0.003170902688881462,0.003531841146764256,0.005651965112420655,0.0075948394875642155,0.0006179343446267385,0.002750275432292383,0.005172117700850023,0.002013345509251629,0.004713283797045899,0.0036065127784410426,0.002206525273691778,-0.0018458072525815604,0.003071698135061363,-0.0013840127102973585,-0.0008419875481387424,0.005016721914573599,0.003742166082298506,0.004737746050447317,0.0046482458225008275,0.003411456679948712,0.006541739108801555
EMB,0.005382069906358157,0.0022715838010522226,-1.4179254978253093e-05,0.0026523605528753686,7.327677942079946e-05,0.005149012688864469,0.005696981591246807,0.005740354324746544,0.0051055753999058465,0.0046901153306132225,0.005560211808136634,0.005912782127160401,0.006140686517559504,0.009538180675962958,0.0017991306533837392,0.0059480877560924685,0.0055663854302847445,0.005833148722073976,0.0031081197037015245,0.003555794198845956,0.004341334764595106,0.0062725088420502485,0.008263911166754711,0.0005564489580647133,0.002398140847891695,0.004634334703814032,0.0018765879440765766,0.0036065127784410426,0.005273360691969642,0.0024282359273131455,-0.0018878681475299475,0.004110172707802684,-0.0011278025155505155,-0.0010151180271753245,0.005853708959228845,0.004713638334879728,0.0055130835176589645,0.0057000904296212835,0.003856122320479197,0.007616701738819967
GLD,0.002761616853467987,0.0016553527838845728,-0.00019843528404399653,0.0010454511137473203,7.551439024102262e-05,0.0015169240271689513,0.005601047926900156,0.004767939530402468,0.0043599294793643184,0.004182335304859683,0.005292774128916644,0.005271524867409535,0.00032141710682672466,0.003235779819001185,-0.00016673249616201856,0.005111950369157783,0.0034544643880520137,0.0006434529513491002,0.003483702988493676,0.0029854749287715632,0.00446980898962188,0.0035882743732242924,0.004388545337947635,0.0005897292098911944,0.001986913142263381,0.0034123354880232623,0.0015094068844893863,0.002206525273691778,0.0024282359273131455,0.012905686766369145,-0.0067630125948381845,0.007455498273773484,0.00024326683552763263,0.0010263045127121453,0.001682104822142453,0.0008787812823800284,0.0021883557992701556,0.0031082435688947955,0.0023716061980096903,0.0023740971728589996
USO,-0.0005250653232355967,-0.0018973544336428417,0.01966606461953019,8.494538056179479e-05,-0.0001259645197682067,0.0001906439591351345,-0.000840669493042649,-0.0021113459125194126,-0.0031740170731840624,0.0004233887629040428,-0.004711244548734973,-0.0009069829832729088,-0.0009013505362734042,0.0008445942349300749,0.02028857527535822,0.0005915891255494975,-0.0003547961188698858,-0.0032748545878870166,-0.001303299877933345,-0.0019381332147044518,-0.00013933246986904492,-0.0011562000004472868,-0.007552327843201995,-0.0007283021380412545,-0.002634403561338991,-0.004791859293189595,-0.0006833958786163582,-0.0018458072525815606,-0.0018878681475299473,-0.006763012594838185,0.0625440107615836,3.412418837083645e-05,0.0041022896057129376,0.005758865849250687,0.0007504679715827298,0.0006982938101055363,-0.0010881939470691545,0.003103493364393268,-0.0007649227337607463,0.0010121400378136503
CPER,0.005682345722908882,0.0018107638235657642,0.0037158511397039724,0.0024156271809417855,7.205379754383614e-05,0.004627214293239956,0.008265680926496089,0.007388670110075559,0.0049653739403822976,0.00694682866523274,0.007168248874722766,0.008107781598431322,0.004366057668206594,0.011412914787355273,0.004232814753331191,0.00861983208288399,0.005890831010295321,0.004478343671061091,0.0034764393240253465,0.004220022967294593,0.004857126570198033,0.0058904851949623345,0.0062188069895840305,0.0004188115123345246,0.0017527552743624856,0.003701176355497773,0.0018806748303059004,0.003071698135061363,0.004110172707802684,0.007455498273773484,3.412418837083601e-05,0.021600615419023413,0.001544547531304751,0.004887611445485718,0.004581406668461371,0.003974940680308858,0.005068438490939387,0.007098023973917801,0.0037529235014968653,0.007783279877486827
CORN,-0.0008377220664397926,-0.0010161637627312515,0.004011374806096089,-0.0005060237325723269,-0.00010229019212553415,-0.0008853884983035829,-0.0005325922295149277,-0.0009502266563582668,-0.00148051984591152,-0.00044749994620761684,-0.0005420890741684525,0.0005664326160773591,-0.0017011366479038083,-0.0020505074169695466,0.003881469246938749,0.00038966346479214694,-0.0007785787679072363,-0.00041651565082730124,0.00027487240474305483,-0.000383138340780639,0.0012369210684950816,-8.826350510849853e-05,-0.002645637929555567,-0.0002829190292124112,-0.001256299540580007,-0.0020738738068185273,-0.0003416454103104659,-0.0013840127102973585,-0.0011278025155505157,0.00024326683552763263,0.004102289605712937,0.0015445475313047513,0.011157147666848681,0.008701492154493775,-0.00036241180420873496,-0.001221309415179592,-0.0010711926064149806,-0.0001437443460301841,-0.0006531258308529705,-0.00043649993671404083
WEAT,-7.015281889656947e-05,-0.0007922331341598968,0.005665607227444923,-2.6403847757682743e-05,-0.00011292734951595676,-8.48543179763595e-05,-0.00035107529139035456,-3.0568539516602376e-05,-0.0010890430879564614,0.0003366617032350882,0.0003208779718984699,0.002320599335727416,-0.0011133079958355176,0.001926687478620139,0.005519487243380663,0.00297198084439646,0.0007816750452900623,-0.0001413990095293348,0.00037173831552683663,0.0003030665781224571,0.003937253529821762,0.0008767136773324303,-0.0004082008264611192,-0.0003425215423416061,-0.001030945270426854,-0.001062865530216891,-0.00013120484051536087,-0.0008419875481387426,-0.0010151180271753245,0.0010263045127121453,0.0057588658492506856,0.004887611445485718,0.008701492154493777,0.025010923463818915,0.001337530230354212,0.0003403955674166275,-0.0003108317334725338,0.0010147954967628652,-0.00041998567254364946,0.001331762759596699
IWM,0.010452156738355629,0.0029803613696343443,0.0014289912963853127,0.004726077334145615,6.924534322228424e-05,0.011034138385082576,0.008415372363841008,0.009051478372256033,0.008439815878723915,0.007291228468079442,0.00854388374417944,0.010162528574838549,0.012574759418930064,0.019588741071857867,0.007868011376103398,0.012053164871340373,0.01289331751575239,0.014725227353049689,0.005345648732202597,0.006455451826480938,0.006696359102842633,0.012649411503951498,0.018871225978592043,0.0005427073391687054,0.002996403503603845,0.006135810014167046,0.002976123601387099,0.005016721914573599,0.005853708959228844,0.0016821048221424524,0.0007504679715827294,0.004581406668461371,-0.00036241180420873496,0.0013375302303542122,0.021464421085070996,0.011707428607380178,0.010962873802069851,0.0134049515602176,0.007052263281282792,0.018271211910682844
